customer_id,age,gender,city,education,employment_type,monthly_income,credit_score,loan_amount,loan_term_months,interest_rate,existing_loans,default_history,marital_status,dependents,property_ownership,vehicle_ownership,insurance,bank_balance,avg_monthly_expense,last_login_days,mobile_app_user,customer_rating,churn_risk,loan_approved
706.0,63.0,Female,Hyderabad,,Unemployed,,817.0,,72.0,11.66,5.0,No,Divorced,3.0,Mortgaged,,No,1183587.0,18959.0,259.0,No,3.7,High,Yes
707.0,50.0,Female,Hyderabad,Post Graduate,Unemployed,122163.0,627.0,460890.0,24.0,9.1,4.0,No,Married,2.0,Mortgaged,Yes,Yes,136598.0,19495.0,326.0,Yes,1.5,Medium,No
,69.0,,Mumbai,Diploma,Unemployed,23755.0,513.0,365947.0,,12.07,4.0,Yes,Divorced,1.0,Rented,No,Yes,684384.0,52781.0,185.0,Yes,,Medium,Yes
709.0,25.0,Male,,Graduate,Business,,611.0,675000.0,12.0,16.35,5.0,Yes,Married,5.0,Rented,Yes,,,50866.0,59.0,Yes,4.2,High,No
710.0,22.0,Female,Chennai,Graduate,Unemployed,21544.0,779.0,778247.0,48.0,12.38,2.0,,Single,2.0,Rented,No,,1259346.0,,159.0,Yes,4.0,,Yes
711.0,47.0,Female,Delhi,Post Graduate,Salaried,,618.0,25269.0,60.0,14.11,0.0,,Married,,Rented,Yes,Yes,625439.0,13529.0,346.0,No,4.8,,No
,30.0,Female,Bangalore,Diploma,Unemployed,,373.0,460297.0,24.0,6.65,3.0,Yes,Single,2.0,Owned,,Yes,70324.0,67177.0,28.0,,3.3,Low,No
713.0,54.0,Female,Hyderabad,High School,Business,79604.0,714.0,,36.0,19.1,3.0,No,Divorced,1.0,Rented,,Yes,1052983.0,70234.0,346.0,Yes,1.9,Medium,No
714.0,18.0,Male,Hyderabad,Graduate,Business,27339.0,867.0,139927.0,36.0,14.92,1.0,Yes,Married,3.0,Rented,No,,1360184.0,11036.0,324.0,Yes,,Low,Yes
715.0,55.0,Female,Hyderabad,,Self-Employed,13382.0,572.0,363031.0,24.0,14.35,3.0,Yes,Single,4.0,Mortgaged,,Yes,1312791.0,38024.0,323.0,No,4.0,Medium,Yes
716.0,20.0,Male,Chennai,Graduate,,178619.0,319.0,588839.0,48.0,17.09,3.0,No,Married,5.0,Rented,Yes,No,178811.0,52959.0,250.0,,2.4,High,
717.0,65.0,Female,Pune,Diploma,Salaried,185878.0,486.0,502717.0,12.0,18.46,3.0,Yes,,1.0,Mortgaged,No,,829507.0,,,No,,Low,Yes
718.0,39.0,Female,Hyderabad,High School,,129758.0,583.0,639735.0,,6.89,2.0,No,Married,3.0,Rented,Yes,No,809365.0,53244.0,106.0,Yes,1.7,Low,Yes
719.0,40.0,Female,Chennai,Diploma,Unemployed,193574.0,405.0,495188.0,24.0,13.01,,Yes,Married,2.0,Mortgaged,No,,,14327.0,271.0,Yes,1.3,Low,No
720.0,27.0,,Mumbai,Post Graduate,Unemployed,55775.0,530.0,694524.0,60.0,15.94,0.0,,Single,1.0,Mortgaged,Yes,Yes,,36690.0,194.0,Yes,3.4,High,Yes
721.0,48.0,Male,Pune,High School,Salaried,138136.0,,,12.0,,,Yes,Single,,Rented,No,Yes,1317604.0,26945.0,86.0,No,4.3,Low,Yes
722.0,40.0,,Ahmedabad,Diploma,Business,84110.0,397.0,350714.0,36.0,8.02,2.0,Yes,Married,5.0,,Yes,No,1138583.0,29038.0,49.0,No,1.5,Medium,No
723.0,41.0,Female,Hyderabad,Diploma,Unemployed,140891.0,479.0,24657.0,60.0,17.63,5.0,,Divorced,,Owned,No,Yes,350296.0,57556.0,141.0,Yes,3.4,Low,No
724.0,61.0,Male,Chennai,PhD,Business,,891.0,394814.0,48.0,9.94,2.0,No,Divorced,5.0,Rented,No,No,,47635.0,18.0,Yes,2.6,High,Yes
725.0,28.0,Male,Bangalore,Post Graduate,Unemployed,106920.0,442.0,93303.0,12.0,12.29,0.0,No,Divorced,4.0,Mortgaged,No,Yes,1472631.0,95004.0,322.0,Yes,4.7,High,No
,26.0,Female,Bangalore,Diploma,Salaried,38212.0,380.0,,36.0,13.74,3.0,Yes,Married,0.0,Owned,Yes,Yes,517464.0,94886.0,207.0,Yes,1.6,Medium,
727.0,29.0,Male,Bangalore,Post Graduate,Business,140909.0,520.0,89115.0,12.0,7.59,0.0,Yes,Married,1.0,Mortgaged,,No,803340.0,24588.0,124.0,Yes,4.7,Medium,No
728.0,57.0,Male,Hyderabad,PhD,Business,80502.0,731.0,158762.0,60.0,,4.0,No,Divorced,1.0,Owned,No,No,,,62.0,Yes,1.4,Medium,Yes
729.0,21.0,Male,Delhi,PhD,Unemployed,197325.0,768.0,155596.0,60.0,12.62,2.0,No,Married,4.0,Owned,,Yes,1119430.0,65578.0,120.0,,3.8,High,No
,65.0,Female,Pune,Post Graduate,Business,155142.0,762.0,752332.0,36.0,,1.0,Yes,Single,4.0,,Yes,Yes,1016916.0,5199.0,135.0,No,1.3,Low,No
731.0,69.0,Male,Ahmedabad,Graduate,Unemployed,173309.0,728.0,695443.0,,14.79,1.0,No,Divorced,2.0,Rented,No,Yes,609622.0,96874.0,,No,4.2,Low,
,25.0,,Chennai,PhD,,68134.0,579.0,70433.0,12.0,12.67,4.0,Yes,Divorced,5.0,,,,1401083.0,95311.0,,Yes,1.7,High,Yes
733.0,,Male,Pune,PhD,Business,,712.0,229516.0,48.0,9.94,5.0,No,Divorced,4.0,Mortgaged,,No,1499352.0,99807.0,64.0,Yes,1.8,Medium,Yes
734.0,34.0,Male,Ahmedabad,Post Graduate,Business,41859.0,334.0,422640.0,60.0,,5.0,Yes,Single,4.0,Owned,Yes,Yes,,64869.0,240.0,Yes,3.8,High,Yes
735.0,,Female,Bangalore,Post Graduate,Unemployed,151033.0,409.0,786058.0,72.0,11.37,2.0,No,Married,1.0,Owned,,No,955066.0,17771.0,,,1.8,Low,
736.0,,Female,Pune,,Self-Employed,107796.0,537.0,586742.0,60.0,,5.0,No,Married,0.0,Rented,Yes,Yes,891644.0,13559.0,0.0,Yes,4.5,High,
737.0,31.0,Female,Bangalore,High School,Unemployed,53686.0,756.0,316343.0,48.0,8.39,5.0,No,Single,1.0,Owned,No,,969717.0,47992.0,77.0,No,3.6,Medium,Yes
738.0,34.0,Male,,High School,Business,198179.0,857.0,143021.0,24.0,,2.0,Yes,Divorced,3.0,Mortgaged,No,Yes,,11866.0,295.0,No,2.0,High,No
739.0,,Female,Ahmedabad,Diploma,,142202.0,796.0,787577.0,72.0,,3.0,Yes,Divorced,1.0,Owned,Yes,No,443686.0,93070.0,235.0,Yes,1.9,Low,No
740.0,57.0,Female,Ahmedabad,Post Graduate,Salaried,123491.0,690.0,29252.0,60.0,10.42,,,Married,,Mortgaged,No,No,205377.0,50745.0,16.0,No,,Low,No
741.0,22.0,Male,Bangalore,,Unemployed,136620.0,897.0,46189.0,24.0,18.53,3.0,No,Married,,Owned,No,Yes,1252165.0,26212.0,62.0,Yes,,Low,No
742.0,20.0,Female,Pune,Graduate,,,529.0,311222.0,36.0,12.05,1.0,Yes,Married,2.0,Rented,No,Yes,1422221.0,12711.0,208.0,No,3.7,,Yes
743.0,47.0,Female,Pune,PhD,Salaried,132520.0,590.0,455303.0,60.0,18.47,2.0,Yes,Married,5.0,Mortgaged,Yes,No,928085.0,10557.0,126.0,No,3.9,High,Yes
744.0,55.0,Male,Pune,PhD,,80344.0,614.0,329493.0,,15.94,4.0,No,Single,,Mortgaged,Yes,Yes,478586.0,13357.0,193.0,Yes,3.2,Medium,No
745.0,31.0,Female,Bangalore,Graduate,Self-Employed,142899.0,425.0,255435.0,24.0,14.38,2.0,,Single,4.0,Owned,Yes,,1226826.0,,280.0,Yes,,Low,No
746.0,42.0,Female,Chennai,PhD,Unemployed,141627.0,559.0,304751.0,36.0,,0.0,No,Married,5.0,Mortgaged,Yes,Yes,1167601.0,10186.0,157.0,Yes,1.4,High,No
747.0,18.0,Female,Ahmedabad,,,170371.0,505.0,671149.0,60.0,,5.0,No,,2.0,Rented,No,No,996868.0,14739.0,201.0,No,3.8,High,
,39.0,Male,Bangalore,Post Graduate,Unemployed,106162.0,762.0,287460.0,24.0,14.86,5.0,,Married,2.0,Owned,Yes,,1190973.0,54064.0,,No,3.6,High,Yes
749.0,53.0,Male,Bangalore,Graduate,Salaried,54259.0,,478749.0,48.0,16.68,3.0,,Divorced,4.0,,No,No,1200191.0,44575.0,187.0,No,2.2,High,Yes
750.0,61.0,Female,Mumbai,High School,Unemployed,88762.0,428.0,278812.0,60.0,11.17,,No,Divorced,,Rented,Yes,No,,79546.0,361.0,Yes,2.3,,Yes
751.0,65.0,Female,Mumbai,,Self-Employed,85208.0,486.0,129438.0,72.0,,3.0,Yes,,3.0,Owned,,No,1196881.0,,203.0,,3.5,High,Yes
752.0,44.0,Female,,Graduate,Self-Employed,75041.0,625.0,617388.0,,7.17,,No,Married,0.0,Rented,Yes,Yes,1423998.0,57635.0,5.0,Yes,1.8,,No
753.0,47.0,Female,,High School,Self-Employed,98063.0,892.0,309967.0,48.0,12.46,3.0,No,Single,2.0,Rented,No,Yes,402088.0,42780.0,10.0,Yes,1.8,,
754.0,33.0,Male,Delhi,Post Graduate,Self-Employed,170372.0,725.0,70242.0,36.0,15.02,1.0,,,3.0,Owned,Yes,No,1052745.0,53866.0,228.0,,1.5,Medium,No
755.0,22.0,Male,,Diploma,,25506.0,,672099.0,60.0,12.47,3.0,Yes,,,Mortgaged,Yes,No,704760.0,37487.0,18.0,No,4.6,Medium,No
756.0,39.0,Female,Bangalore,Post Graduate,Unemployed,129580.0,868.0,217551.0,,,4.0,No,Divorced,5.0,,No,,996316.0,92290.0,175.0,Yes,3.5,Medium,No
757.0,64.0,Male,Hyderabad,High School,Salaried,198760.0,469.0,414546.0,24.0,9.21,1.0,,Married,4.0,Rented,No,Yes,702563.0,20096.0,100.0,,3.0,Medium,No
758.0,45.0,Male,Ahmedabad,Diploma,Self-Employed,24481.0,305.0,768186.0,48.0,10.33,5.0,Yes,Single,4.0,Rented,Yes,Yes,489421.0,,95.0,No,2.9,High,Yes
759.0,62.0,Male,Delhi,Post Graduate,,176876.0,590.0,,72.0,14.89,3.0,Yes,Married,1.0,Rented,No,Yes,1406206.0,34312.0,114.0,Yes,2.8,High,Yes
760.0,28.0,,Ahmedabad,Post Graduate,Unemployed,58556.0,685.0,607433.0,48.0,19.27,4.0,Yes,Single,0.0,Rented,No,No,1155844.0,56465.0,,,1.1,Low,No
,45.0,Female,Hyderabad,,Business,,601.0,50057.0,60.0,15.58,3.0,,Single,1.0,Owned,No,No,1483182.0,99955.0,276.0,Yes,4.4,Medium,
762.0,,Female,Pune,Diploma,Business,66479.0,651.0,,36.0,12.12,5.0,No,Single,2.0,Mortgaged,Yes,No,655375.0,88172.0,236.0,No,3.8,,Yes
,39.0,Female,Hyderabad,PhD,Unemployed,119755.0,500.0,271838.0,,15.61,0.0,Yes,Married,2.0,Owned,,,457564.0,4795.0,281.0,Yes,3.8,Medium,No
,43.0,Female,Pune,Diploma,Salaried,179447.0,767.0,545151.0,24.0,8.11,,No,Married,4.0,Owned,Yes,Yes,1327599.0,84613.0,355.0,No,3.0,,Yes
765.0,,Female,Hyderabad,Graduate,Salaried,133452.0,331.0,,24.0,10.3,3.0,,Divorced,3.0,Owned,Yes,Yes,433551.0,91404.0,3.0,Yes,1.7,Low,No
766.0,21.0,Female,Bangalore,PhD,Salaried,121184.0,538.0,356143.0,,14.7,0.0,No,Divorced,0.0,,No,No,508905.0,28536.0,293.0,No,1.9,Low,No
767.0,23.0,Male,Mumbai,Diploma,Business,190209.0,300.0,252238.0,36.0,15.37,5.0,No,Divorced,1.0,,No,No,1355774.0,15736.0,105.0,No,,High,No
,18.0,Female,Chennai,Graduate,Business,130801.0,522.0,697481.0,36.0,17.4,2.0,Yes,Married,5.0,,,No,,8838.0,103.0,Yes,3.5,Low,Yes
769.0,63.0,Male,Delhi,Graduate,Salaried,14139.0,504.0,461941.0,60.0,8.77,3.0,No,Single,,Rented,Yes,No,916225.0,17317.0,46.0,Yes,3.4,Medium,No
770.0,35.0,Male,Bangalore,Graduate,Business,140787.0,675.0,,48.0,6.84,4.0,No,Single,2.0,,No,No,275561.0,47966.0,99.0,Yes,2.5,Medium,
771.0,,Male,Chennai,PhD,Self-Employed,140704.0,395.0,412562.0,72.0,13.47,,,Single,1.0,Mortgaged,No,No,36749.0,84005.0,,Yes,3.8,,Yes
772.0,57.0,Male,,Diploma,Unemployed,19701.0,857.0,172634.0,12.0,17.95,1.0,No,Single,0.0,Owned,No,Yes,,,1.0,Yes,1.8,Medium,No
773.0,41.0,Male,Mumbai,Graduate,Business,109516.0,312.0,,48.0,12.41,0.0,Yes,Single,2.0,Rented,No,,1494411.0,54088.0,,No,1.4,Medium,
774.0,57.0,Female,Chennai,High School,Salaried,11322.0,676.0,630755.0,12.0,6.78,2.0,Yes,Single,1.0,Rented,Yes,No,1342179.0,28222.0,117.0,Yes,2.8,Medium,No
775.0,20.0,,Chennai,High School,Business,52978.0,789.0,725030.0,72.0,6.69,1.0,Yes,Married,5.0,Owned,,Yes,1470056.0,89399.0,277.0,Yes,1.3,High,Yes
776.0,37.0,Female,Chennai,Post Graduate,Business,47813.0,590.0,147756.0,24.0,11.89,,No,Divorced,0.0,Owned,No,Yes,,66272.0,132.0,Yes,3.4,Medium,
777.0,40.0,Male,Hyderabad,PhD,Self-Employed,177235.0,748.0,536364.0,24.0,16.8,3.0,Yes,Divorced,5.0,,Yes,Yes,,32648.0,203.0,No,,Low,Yes
,30.0,Female,Mumbai,Post Graduate,,35851.0,659.0,91335.0,12.0,7.49,0.0,No,,2.0,Owned,Yes,No,445828.0,80760.0,274.0,Yes,,Medium,No
779.0,42.0,Female,Pune,Diploma,Business,121322.0,325.0,232278.0,,9.09,4.0,No,Married,4.0,Rented,Yes,,573593.0,,328.0,No,,,Yes
780.0,20.0,Male,Pune,Diploma,Salaried,177547.0,801.0,663437.0,24.0,16.74,4.0,Yes,Married,5.0,Mortgaged,No,Yes,90222.0,83151.0,126.0,Yes,1.5,Medium,No
,25.0,Female,Ahmedabad,Post Graduate,Unemployed,115424.0,382.0,114102.0,48.0,14.4,0.0,Yes,Single,0.0,Rented,,,793411.0,54608.0,,No,1.3,Medium,No
782.0,46.0,Male,Mumbai,High School,,41986.0,503.0,50428.0,36.0,15.08,,Yes,Married,1.0,Owned,No,Yes,787252.0,23625.0,85.0,,2.9,High,No
783.0,55.0,Female,Ahmedabad,PhD,Business,11680.0,808.0,218656.0,60.0,14.71,,No,Married,3.0,,No,No,1034208.0,9243.0,,Yes,1.2,,Yes
784.0,25.0,Female,Bangalore,Graduate,Business,28904.0,515.0,57954.0,60.0,11.84,3.0,No,Married,5.0,Owned,No,Yes,909913.0,12125.0,88.0,,4.8,High,No
785.0,68.0,Female,Chennai,High School,Business,16244.0,681.0,,72.0,9.59,4.0,Yes,Divorced,5.0,Owned,Yes,Yes,611907.0,65282.0,51.0,No,,Medium,
786.0,59.0,Male,Pune,High School,Self-Employed,159393.0,,790590.0,48.0,15.52,2.0,Yes,Single,,Rented,No,No,402145.0,75317.0,50.0,Yes,,High,No
,53.0,,Ahmedabad,,Salaried,,,336329.0,36.0,18.62,4.0,No,Married,4.0,Rented,No,No,38547.0,,335.0,Yes,1.6,,No
788.0,,Male,Delhi,High School,Unemployed,90734.0,759.0,179124.0,36.0,,1.0,Yes,Divorced,0.0,Mortgaged,Yes,No,,27259.0,217.0,Yes,2.6,Low,No
789.0,68.0,Female,Ahmedabad,,,36818.0,427.0,325654.0,24.0,7.68,2.0,Yes,Married,0.0,Rented,Yes,No,1348845.0,86521.0,238.0,Yes,2.4,Low,No
790.0,43.0,Female,Delhi,Post Graduate,Unemployed,174635.0,308.0,162051.0,60.0,9.27,3.0,No,Married,,Owned,,Yes,1438722.0,35901.0,271.0,Yes,3.5,High,
791.0,59.0,Female,Ahmedabad,High School,,136448.0,508.0,378542.0,12.0,11.43,0.0,Yes,Divorced,4.0,Owned,Yes,Yes,589468.0,49780.0,142.0,No,3.2,Low,Yes
,38.0,Female,Chennai,Post Graduate,Self-Employed,62505.0,,731203.0,24.0,9.47,3.0,Yes,Divorced,4.0,Mortgaged,No,No,955178.0,,193.0,Yes,1.3,,Yes
793.0,69.0,Male,Delhi,Post Graduate,Self-Employed,171794.0,553.0,73301.0,36.0,9.88,5.0,,Divorced,3.0,Rented,No,Yes,1313612.0,,257.0,No,1.9,Medium,No
794.0,23.0,Male,Hyderabad,Graduate,Self-Employed,88709.0,504.0,403197.0,60.0,12.47,2.0,No,,4.0,Owned,No,Yes,143872.0,46499.0,351.0,No,2.2,,No
795.0,53.0,Male,Chennai,Graduate,Unemployed,11374.0,335.0,385286.0,12.0,9.9,2.0,No,Single,,Owned,Yes,Yes,625748.0,43070.0,139.0,Yes,,Medium,Yes
796.0,33.0,Female,Ahmedabad,PhD,Business,104518.0,597.0,505778.0,60.0,14.56,2.0,No,Married,5.0,Rented,Yes,No,448615.0,13513.0,162.0,No,1.2,Medium,Yes
797.0,58.0,Female,Mumbai,Graduate,Unemployed,74026.0,581.0,700058.0,36.0,14.6,3.0,No,Divorced,2.0,Owned,Yes,Yes,1370829.0,60470.0,162.0,No,3.9,Medium,No
798.0,22.0,Male,Mumbai,Graduate,Unemployed,,392.0,479989.0,24.0,9.01,2.0,Yes,Divorced,3.0,,No,Yes,915290.0,,,No,2.3,High,No
799.0,45.0,,Mumbai,Post Graduate,Business,83874.0,564.0,384936.0,12.0,18.17,1.0,Yes,Single,3.0,Rented,Yes,No,1192027.0,79945.0,294.0,No,,Medium,
800.0,26.0,Female,Chennai,Diploma,Unemployed,183954.0,782.0,568908.0,,,,Yes,Married,2.0,Rented,No,No,289797.0,57622.0,317.0,No,4.0,Low,Yes
801.0,19.0,Male,Chennai,Graduate,Unemployed,,464.0,652642.0,24.0,12.0,3.0,,Single,0.0,Owned,,No,,19038.0,158.0,No,4.5,High,No
802.0,38.0,Female,Chennai,PhD,Self-Employed,190658.0,,211632.0,72.0,,2.0,No,Married,2.0,Mortgaged,,Yes,508955.0,12618.0,346.0,No,1.3,Low,No
803.0,20.0,Female,Mumbai,High School,Unemployed,172540.0,393.0,,12.0,17.72,3.0,,Married,,,Yes,Yes,789826.0,72660.0,344.0,No,4.3,,No
804.0,64.0,Male,Pune,High School,,119460.0,384.0,194550.0,72.0,10.9,1.0,No,Married,0.0,Mortgaged,Yes,No,342278.0,,335.0,Yes,3.0,High,Yes
805.0,61.0,Male,Pune,High School,Business,199152.0,801.0,625893.0,60.0,18.45,1.0,Yes,Divorced,4.0,Owned,Yes,No,62820.0,47917.0,315.0,,,Medium,Yes
806.0,31.0,Male,Chennai,High School,Self-Employed,37926.0,358.0,139899.0,12.0,16.32,0.0,Yes,Divorced,4.0,Owned,Yes,,709971.0,9920.0,239.0,Yes,1.2,Medium,Yes
807.0,26.0,Male,Delhi,Post Graduate,Business,99770.0,,592698.0,,7.98,5.0,Yes,Divorced,4.0,Owned,Yes,Yes,,48530.0,354.0,Yes,1.9,Low,Yes
,39.0,Female,Delhi,Post Graduate,Self-Employed,80878.0,347.0,158618.0,36.0,7.64,0.0,No,Single,4.0,Mortgaged,Yes,Yes,413850.0,,20.0,No,2.1,Low,Yes
809.0,29.0,Female,Chennai,Graduate,Business,158844.0,474.0,94198.0,,8.39,4.0,,Single,3.0,Mortgaged,No,Yes,1076472.0,54185.0,127.0,No,3.4,High,No
810.0,18.0,,Hyderabad,Graduate,Unemployed,197403.0,644.0,163354.0,,,2.0,,Divorced,1.0,Owned,No,No,1262166.0,88130.0,105.0,No,2.1,Medium,Yes
811.0,28.0,,Hyderabad,High School,Unemployed,9315.0,795.0,292756.0,36.0,13.66,0.0,No,Single,0.0,Mortgaged,No,Yes,,,6.0,No,2.2,High,
812.0,59.0,Female,Chennai,PhD,Self-Employed,30986.0,452.0,,24.0,,3.0,No,Married,2.0,Rented,No,Yes,845350.0,,112.0,Yes,2.4,Medium,No
813.0,,Male,Mumbai,,Unemployed,102727.0,,428243.0,72.0,9.85,1.0,Yes,Single,2.0,Rented,No,,355860.0,88628.0,360.0,No,4.3,High,
814.0,51.0,Male,Bangalore,,Business,11773.0,379.0,179908.0,36.0,7.57,2.0,No,Married,1.0,Owned,Yes,Yes,761264.0,70209.0,91.0,No,3.6,Medium,Yes
815.0,45.0,Male,Hyderabad,PhD,Business,84333.0,697.0,,24.0,13.16,,Yes,Married,,Rented,,,745908.0,98566.0,267.0,,,Low,Yes
816.0,49.0,Male,Chennai,High School,Self-Employed,64756.0,743.0,452128.0,36.0,,0.0,Yes,,3.0,Mortgaged,,No,520142.0,38951.0,303.0,Yes,3.2,Medium,Yes
817.0,29.0,Female,Chennai,Graduate,Business,133705.0,709.0,783771.0,48.0,15.93,3.0,Yes,Divorced,4.0,Rented,No,Yes,378293.0,12831.0,307.0,No,,Medium,No
818.0,49.0,Female,,PhD,Business,79519.0,,563853.0,36.0,8.45,4.0,,Married,,Owned,Yes,No,,76516.0,,No,1.1,High,No
,,Female,,,Salaried,141948.0,582.0,683724.0,36.0,8.34,3.0,Yes,Married,4.0,Owned,Yes,No,1098291.0,53015.0,205.0,No,2.5,Medium,No
820.0,51.0,Female,Chennai,High School,,143324.0,448.0,477297.0,12.0,,3.0,No,,5.0,,No,No,845266.0,76605.0,345.0,Yes,2.4,High,Yes
,27.0,Female,Hyderabad,Diploma,Business,19434.0,335.0,,36.0,14.27,3.0,Yes,Single,5.0,Rented,Yes,No,414051.0,,224.0,Yes,,High,Yes
822.0,47.0,Male,Delhi,Graduate,Self-Employed,114835.0,515.0,,60.0,10.46,1.0,No,Single,5.0,Rented,Yes,,817128.0,,241.0,No,1.8,Low,Yes
,32.0,Female,Ahmedabad,Diploma,Unemployed,76150.0,410.0,343337.0,48.0,9.92,3.0,No,Divorced,2.0,Mortgaged,Yes,Yes,410409.0,,153.0,No,3.8,High,Yes
,20.0,Male,Hyderabad,Graduate,Self-Employed,,559.0,173812.0,,8.43,5.0,Yes,Divorced,2.0,Mortgaged,Yes,No,115363.0,87002.0,290.0,No,1.2,Medium,No
825.0,,Female,Mumbai,High School,Business,127101.0,655.0,347148.0,72.0,8.16,4.0,No,Single,2.0,Mortgaged,Yes,No,206343.0,17608.0,0.0,No,3.4,Medium,
826.0,29.0,,Chennai,Diploma,Self-Employed,81403.0,624.0,173676.0,48.0,,3.0,No,Single,2.0,Owned,No,Yes,33192.0,75343.0,256.0,Yes,2.7,Medium,Yes
827.0,19.0,Female,Chennai,Diploma,Business,164971.0,518.0,784537.0,48.0,9.01,0.0,Yes,Single,1.0,Rented,No,No,1491550.0,94808.0,348.0,No,4.9,High,Yes
828.0,52.0,,Ahmedabad,,Salaried,,322.0,308528.0,60.0,15.42,4.0,No,Divorced,4.0,Owned,No,No,825764.0,96062.0,240.0,,4.4,High,Yes
829.0,35.0,Male,Chennai,Diploma,Salaried,169266.0,773.0,637497.0,24.0,7.45,,No,Married,2.0,,No,No,170397.0,75804.0,0.0,No,1.1,High,Yes
830.0,23.0,Female,Pune,Graduate,,59851.0,467.0,581931.0,48.0,15.48,4.0,No,Married,3.0,Rented,No,No,154564.0,37014.0,341.0,No,4.3,Medium,Yes
831.0,65.0,Male,Delhi,Post Graduate,Salaried,107833.0,560.0,643323.0,24.0,10.02,3.0,Yes,Single,3.0,,,No,14832.0,61380.0,80.0,No,3.9,Low,No
832.0,56.0,Male,Delhi,Diploma,Business,174136.0,313.0,,48.0,,3.0,,Married,2.0,Owned,No,No,508004.0,49473.0,301.0,No,3.1,High,Yes
833.0,,Male,Chennai,PhD,Unemployed,22929.0,440.0,271053.0,48.0,,,No,Married,0.0,Rented,No,,1488642.0,96960.0,84.0,No,3.3,High,Yes
,68.0,Female,Mumbai,PhD,Self-Employed,107065.0,789.0,504446.0,48.0,,0.0,Yes,Married,4.0,Mortgaged,No,Yes,419067.0,61010.0,344.0,Yes,4.5,Low,
835.0,,Male,Delhi,PhD,Business,178060.0,,718636.0,48.0,,4.0,No,Single,,Rented,,Yes,455108.0,67372.0,259.0,No,4.1,Medium,No
836.0,35.0,,,,Salaried,8396.0,687.0,334049.0,60.0,13.73,3.0,Yes,Married,4.0,,,,27094.0,,,Yes,1.1,High,Yes
837.0,40.0,Male,Pune,PhD,Salaried,84072.0,544.0,634629.0,48.0,18.56,,No,Divorced,0.0,Owned,Yes,Yes,282210.0,,272.0,No,4.1,Low,Yes
838.0,34.0,Female,Hyderabad,PhD,Unemployed,191488.0,405.0,490625.0,,,5.0,Yes,Divorced,3.0,Rented,No,Yes,1337475.0,88520.0,200.0,Yes,3.9,High,Yes
839.0,66.0,Male,Mumbai,Post Graduate,Unemployed,93015.0,652.0,,,9.72,0.0,No,Married,0.0,,Yes,Yes,948776.0,11714.0,67.0,No,4.7,Low,No
840.0,23.0,Female,,High School,Salaried,19423.0,372.0,421551.0,48.0,6.68,3.0,Yes,Divorced,5.0,Rented,Yes,Yes,377249.0,40477.0,343.0,,4.4,Low,Yes
841.0,67.0,Male,,High School,Salaried,148207.0,421.0,647765.0,36.0,16.43,4.0,No,,2.0,Owned,No,No,,29794.0,197.0,No,1.2,,No
842.0,57.0,Male,Chennai,Diploma,Business,133803.0,403.0,161497.0,48.0,8.79,3.0,No,,3.0,Mortgaged,Yes,No,423623.0,40826.0,,No,4.4,Medium,Yes
,38.0,Female,Delhi,,Business,53421.0,367.0,71075.0,24.0,9.31,5.0,Yes,Divorced,2.0,Owned,No,,1433540.0,26457.0,204.0,Yes,1.7,Medium,
844.0,20.0,Female,Ahmedabad,Post Graduate,Business,178834.0,499.0,398255.0,36.0,17.15,4.0,Yes,,1.0,Rented,No,Yes,92106.0,14411.0,90.0,No,2.8,Medium,No
845.0,40.0,Male,Ahmedabad,Post Graduate,Unemployed,45269.0,822.0,561197.0,,15.43,3.0,Yes,,0.0,Owned,Yes,Yes,997717.0,,296.0,Yes,4.6,Low,Yes
846.0,22.0,Female,Pune,Post Graduate,Business,176508.0,,231282.0,,13.56,2.0,Yes,Married,5.0,Owned,No,No,1167259.0,97197.0,171.0,No,2.2,High,No
847.0,64.0,,Mumbai,High School,Business,81174.0,,365328.0,48.0,8.26,0.0,Yes,Married,1.0,Mortgaged,Yes,Yes,149772.0,31113.0,,No,4.9,Low,No
848.0,51.0,Female,Delhi,Graduate,,,470.0,663096.0,24.0,15.61,4.0,No,Divorced,5.0,Rented,No,No,1445047.0,27870.0,83.0,Yes,2.1,High,Yes
849.0,57.0,Male,Delhi,High School,Business,,560.0,360679.0,72.0,11.9,5.0,No,Married,1.0,Mortgaged,No,Yes,779992.0,,61.0,Yes,2.1,Medium,
850.0,,Female,Mumbai,PhD,Business,59325.0,673.0,721832.0,72.0,6.7,3.0,No,,4.0,Rented,No,Yes,176178.0,,312.0,Yes,3.8,High,No
851.0,50.0,Female,Bangalore,High School,Salaried,,622.0,220997.0,24.0,7.89,,Yes,Divorced,0.0,Owned,No,No,1461061.0,82496.0,,Yes,4.7,High,Yes
,42.0,Female,Hyderabad,Diploma,Salaried,80845.0,466.0,645838.0,,9.77,4.0,No,Divorced,3.0,Rented,No,No,110937.0,46609.0,,Yes,4.7,High,Yes
,67.0,Male,Delhi,,Salaried,197790.0,533.0,192485.0,72.0,18.74,3.0,Yes,Single,0.0,Rented,No,,792879.0,,248.0,No,1.5,Low,No
854.0,28.0,,,Diploma,Business,99378.0,,785651.0,60.0,6.56,,Yes,Single,1.0,Owned,Yes,Yes,1149858.0,48914.0,7.0,No,1.9,Low,Yes
855.0,34.0,Female,Delhi,PhD,Unemployed,,891.0,164591.0,60.0,6.94,,No,Divorced,2.0,Rented,No,No,1304820.0,71705.0,108.0,No,1.6,,Yes
